"fold","strategy","algorithm","gene"
"Fold1.Rep17","weighted","Ranger","EVL"
"Fold1.Rep17","weighted","XGBoost","S100A8"
"Fold1.Rep17","weighted","XGBoost","S100A12"
"Fold1.Rep17","weighted","XGBoost","NMT2"
"Fold1.Rep17","weighted","XGBoost","EPHX2"
"Fold1.Rep17","weighted","XGBoost","ANXA3"
"Fold1.Rep17","weighted","XGBoost","IKZF2"
"Fold1.Rep17","weighted","XGBoost","GATA3"
"Fold1.Rep17","weighted","XGBoost","C19orf59"
"Fold1.Rep17","weighted","XGBoost","P2RY10"
"Fold1.Rep17","weighted","XGBoost","ARG1"
"Fold1.Rep17","weighted","XGBoost","PTCH1"
"Fold1.Rep17","weighted","XGBoost","GATA2"
"Fold1.Rep17","weighted","XGBoost","CD160"
"Fold1.Rep17","weighted","XGBoost","DCAF16"
"Fold1.Rep17","weighted","XGBoost","C5orf32"
"Fold1.Rep17","weighted","XGBoost","OSGEPL1"
"Fold1.Rep17","weighted","XGBoost","TBC1D4"
"Fold1.Rep17","weighted","XGBoost","PJA1"
"Fold1.Rep17","weighted","XGBoost","THEM4"
"Fold1.Rep17","weighted","XGBoost","CD96"
"Fold1.Rep17","weighted","XGBoost","ABLIM1"
"Fold1.Rep17","weighted","XGBoost","ZNF549"
"Fold1.Rep17","weighted","XGBoost","NR1D2"
"Fold1.Rep17","weighted","XGBoost","NELL2"
"Fold1.Rep17","weighted","XGBoost","LRRN3"
"Fold1.Rep17","weighted","XGBoost","KIAA0182"
"Fold1.Rep17","weighted","XGBoost","POLR1B"
"Fold1.Rep17","weighted","XGBoost","PLEKHA1"
"Fold1.Rep17","weighted","XGBoost","KLF12"
"Fold1.Rep17","weighted","XGBoost","MTR"
"Fold1.Rep17","weighted","XGBoost","FAM102A"
"Fold1.Rep17","weighted","XGBoost","DYRK2"
"Fold1.Rep17","weighted","XGBoost","FBXL16"
"Fold1.Rep17","weighted","XGBoost","SBK1"
"Fold1.Rep17","weighted","XGBoost","ZNF33B"
"Fold1.Rep17","weighted","XGBoost","TXN"
"Fold1.Rep17","weighted","XGBoost","LEF1"
"Fold1.Rep17","weighted","XGBoost","RNF125"
"Fold1.Rep17","weighted","XGBoost","TTC27"
"Fold1.Rep17","weighted","XGBoost","CCR6"
"Fold1.Rep17","weighted","XGBoost","FAM43A"
"Fold1.Rep17","weighted","XGBoost","FAM50B"
"Fold1.Rep17","weighted","XGBoost","C2orf89"
"Fold1.Rep17","weighted","XGBoost","SIGLECP3"
"Fold1.Rep17","weighted","XGBoost","ZNHIT6"
"Fold1.Rep17","weighted","XGBoost","BCKDHB"
"Fold1.Rep17","weighted","XGBoost","PRKCQ"
"Fold1.Rep17","weighted","XGBoost","NAT10"
"Fold1.Rep17","weighted","XGBoost","RABL2B"
"Fold1.Rep17","weighted","XGBoost","KIAA0748"
"Fold1.Rep17","weighted","XGBoost","PAFAH2"
"Fold1.Rep17","weighted","XGBoost","RABL2A"
"Fold1.Rep17","weighted","XGBoost","PAQR8"
"Fold1.Rep17","weighted","XGBoost","TCTN1"
"Fold1.Rep17","weighted","XGBoost","RNASEN"
"Fold1.Rep17","weighted","XGBoost","KDM2B"
"Fold1.Rep17","weighted","XGBoost","CSRP2BP"
"Fold1.Rep17","weighted","XGBoost","TIGIT"
"Fold1.Rep17","weighted","XGBoost","SIDT1"
"Fold1.Rep17","weighted","XGBoost","MAN1C1"
"Fold1.Rep17","weighted","XGBoost","PTGDR"
"Fold1.Rep17","weighted","XGBoost","LYRM7"
"Fold1.Rep17","weighted","XGBoost","SIRPG"
"Fold1.Rep17","weighted","XGBoost","UPP1"
"Fold1.Rep17","weighted","XGBoost","GLOD4"
"Fold1.Rep17","weighted","XGBoost","UBASH3A"
"Fold1.Rep17","weighted","XGBoost","STMN3"
"Fold1.Rep17","weighted","XGBoost","FLT3LG"
"Fold1.Rep17","weighted","XGBoost","SSBP2"
"Fold1.Rep17","weighted","XGBoost","NLRC3"
"Fold1.Rep17","weighted","XGBoost","NUP160"
"Fold1.Rep17","weighted","XGBoost","PATZ1"
"Fold1.Rep17","weighted","XGBoost","IL11RA"
"Fold1.Rep17","weighted","XGBoost","PID1"
"Fold1.Rep17","weighted","XGBoost","FBXO21"
"Fold1.Rep17","weighted","XGBoost","BACH2"
"Fold1.Rep17","weighted","XGBoost","SLC22A4"
"Fold1.Rep17","weighted","XGBoost","FCER1A"
"Fold1.Rep17","weighted","XGBoost","ABHD15"
"Fold1.Rep17","weighted","XGBoost","SAMD3"
"Fold1.Rep17","weighted","XGBoost","C12orf65"
"Fold1.Rep17","weighted","XGBoost","RFTN1"
"Fold1.Rep17","weighted","XGBoost","INPP4B"
"Fold1.Rep17","weighted","XGBoost","MTPAP"
"Fold1.Rep17","weighted","XGBoost","SART3"
"Fold1.Rep17","weighted","XGBoost","Septin 1"
"Fold1.Rep17","weighted","XGBoost","FANCF"
"Fold1.Rep17","weighted","XGBoost","BCL2"
"Fold1.Rep17","weighted","XGBoost","TAF3"
"Fold1.Rep17","weighted","XGBoost","SGK223"
"Fold1.Rep17","weighted","XGBoost","NPAT"
"Fold1.Rep17","weighted","XGBoost","DDHD2"
"Fold1.Rep17","weighted","XGBoost","TARSL2"
"Fold1.Rep17","weighted","XGBoost","TTC3"
"Fold1.Rep17","weighted","XGBoost","GCET2"
"Fold1.Rep17","weighted","XGBoost","GOLGA8A"
"Fold1.Rep17","weighted","XGBoost","SYTL2"
"Fold1.Rep17","weighted","XGBoost","SLC7A6"
"Fold1.Rep17","weighted","XGBoost","Septin 9"
"Fold1.Rep17","weighted","XGBoost","EVL"
"Fold2.Rep17","weighted","LASSO","S100A8"
"Fold2.Rep17","weighted","LASSO","S100A12"
"Fold2.Rep17","weighted","LASSO","NMT2"
"Fold2.Rep17","weighted","LASSO","ANXA3"
"Fold2.Rep17","weighted","LASSO","EPHX2"
"Fold2.Rep17","weighted","LASSO","ARG1"
"Fold2.Rep17","weighted","LASSO","C19orf59"
"Fold2.Rep17","weighted","LASSO","GATA3"
"Fold2.Rep17","weighted","LASSO","C5orf32"
"Fold2.Rep17","weighted","LASSO","LRRN3"
"Fold2.Rep17","weighted","LASSO","P2RY10"
"Fold2.Rep17","weighted","LASSO","ABLIM1"
"Fold2.Rep17","weighted","LASSO","PTCH1"
"Fold2.Rep17","weighted","LASSO","CD160"
"Fold2.Rep17","weighted","LASSO","THEM4"
"Fold2.Rep17","weighted","LASSO","GATA2"
"Fold2.Rep17","weighted","LASSO","DCAF16"
"Fold2.Rep17","weighted","LASSO","FAM102A"
"Fold2.Rep17","weighted","LASSO","FBXL16"
"Fold2.Rep17","weighted","LASSO","CD96"
"Fold2.Rep17","weighted","LASSO","NAT10"
"Fold2.Rep17","weighted","LASSO","PJA1"
"Fold2.Rep17","weighted","LASSO","TXN"
"Fold2.Rep17","weighted","LASSO","NELL2"
"Fold2.Rep17","weighted","LASSO","CSRP2BP"
"Fold2.Rep17","weighted","LASSO","SBK1"
"Fold2.Rep17","weighted","LASSO","FAM50B"
"Fold2.Rep17","weighted","LASSO","UBASH3A"
"Fold2.Rep17","weighted","LASSO","TBC1D4"
"Fold2.Rep17","weighted","LASSO","KLF12"
"Fold2.Rep17","weighted","LASSO","KIAA0748"
"Fold2.Rep17","weighted","LASSO","C2orf89"
"Fold2.Rep17","weighted","LASSO","PAFAH2"
"Fold2.Rep17","weighted","LASSO","TTC27"
"Fold2.Rep17","weighted","LASSO","LEF1"
"Fold2.Rep17","weighted","LASSO","PLEKHA1"
"Fold2.Rep17","weighted","LASSO","POLR1B"
"Fold2.Rep17","weighted","LASSO","SIRPG"
"Fold2.Rep17","weighted","LASSO","OSGEPL1"
"Fold2.Rep17","weighted","LASSO","IKZF2"
"Fold2.Rep17","weighted","LASSO","FAM43A"
"Fold2.Rep17","weighted","LASSO","NLRC3"
"Fold2.Rep17","weighted","LASSO","PAQR8"
"Fold2.Rep17","weighted","LASSO","DYRK2"
"Fold2.Rep17","weighted","LASSO","METTL9"
"Fold2.Rep17","weighted","LASSO","KIAA0182"
"Fold2.Rep17","weighted","LASSO","CCR6"
"Fold2.Rep17","weighted","LASSO","ZNF549"
"Fold2.Rep17","weighted","LASSO","RABL2A"
"Fold2.Rep17","weighted","LASSO","PATZ1"
"Fold2.Rep17","weighted","LASSO","KDM2B"
"Fold2.Rep17","weighted","LASSO","MTR"
"Fold2.Rep17","weighted","LASSO","BCKDHB"
"Fold2.Rep17","weighted","LASSO","GCET2"
"Fold2.Rep17","weighted","LASSO","MAN1C1"
"Fold2.Rep17","weighted","LASSO","RNASEN"
"Fold2.Rep17","weighted","LASSO","TIGIT"
"Fold2.Rep17","weighted","LASSO","SLC7A6"
"Fold2.Rep17","weighted","LASSO","PRKCQ"
"Fold2.Rep17","weighted","LASSO","GAL3ST4"
"Fold2.Rep17","weighted","LASSO","RNF125"
"Fold2.Rep17","weighted","LASSO","NR1D2"
"Fold2.Rep17","weighted","LASSO","GADD45A"
"Fold2.Rep17","weighted","LASSO","Septin 1"
"Fold2.Rep17","weighted","LASSO","IL11RA"
"Fold2.Rep17","weighted","LASSO","CLEC4D"
"Fold2.Rep17","weighted","LASSO","UPP1"
"Fold2.Rep17","weighted","LASSO","SIGLECP3"
"Fold2.Rep17","weighted","LASSO","STMN3"
"Fold2.Rep17","weighted","LASSO","PLCG1"
"Fold2.Rep17","weighted","LASSO","PTGDR"
"Fold2.Rep17","weighted","LASSO","ZNHIT6"
"Fold2.Rep17","weighted","LASSO","NPAT"
"Fold2.Rep17","weighted","LASSO","RFTN1"
"Fold2.Rep17","weighted","LASSO","SIDT1"
"Fold2.Rep17","weighted","LASSO","FLT3LG"
"Fold2.Rep17","weighted","LASSO","RABL2B"
"Fold2.Rep17","weighted","LASSO","BACH2"
"Fold2.Rep17","weighted","LASSO","CKAP4"
"Fold2.Rep17","weighted","LASSO","ANAPC1"
"Fold2.Rep17","weighted","LASSO","FCER1A"
"Fold2.Rep17","weighted","LASSO","TMEM109"
"Fold2.Rep17","weighted","LASSO","LSG1"
"Fold2.Rep17","weighted","LASSO","PARP1"
"Fold2.Rep17","weighted","LASSO","TAF3"
"Fold2.Rep17","weighted","LASSO","ABHD15"
"Fold2.Rep17","weighted","LASSO","SAMD3"
"Fold2.Rep17","weighted","LASSO","EVL"
"Fold2.Rep17","weighted","LASSO","RBM14"
"Fold2.Rep17","weighted","LASSO","SGK223"
"Fold2.Rep17","weighted","LASSO","CD6"
"Fold2.Rep17","weighted","LASSO","MMP9"
"Fold2.Rep17","weighted","LASSO","SH2D1B"
"Fold2.Rep17","weighted","LASSO","EOMES"
"Fold2.Rep17","weighted","LASSO","HP"
"Fold2.Rep17","weighted","LASSO","CLIC3"
"Fold2.Rep17","weighted","LASSO","MDN1"
"Fold2.Rep17","weighted","LASSO","TNFRSF25"
"Fold2.Rep17","weighted","LASSO","C12orf65"
"Fold2.Rep17","weighted","LASSO","SCLY"
"Fold2.Rep17","weighted","glmBoost","S100A8"
"Fold2.Rep17","weighted","glmBoost","S100A12"
"Fold2.Rep17","weighted","glmBoost","NMT2"
"Fold2.Rep17","weighted","glmBoost","ANXA3"
"Fold2.Rep17","weighted","glmBoost","EPHX2"
"Fold2.Rep17","weighted","glmBoost","ARG1"
"Fold2.Rep17","weighted","glmBoost","C19orf59"
"Fold2.Rep17","weighted","glmBoost","GATA3"
"Fold2.Rep17","weighted","glmBoost","C5orf32"
"Fold2.Rep17","weighted","glmBoost","LRRN3"
"Fold2.Rep17","weighted","glmBoost","P2RY10"
"Fold2.Rep17","weighted","glmBoost","ABLIM1"
"Fold2.Rep17","weighted","glmBoost","PTCH1"
"Fold2.Rep17","weighted","glmBoost","CD160"
"Fold2.Rep17","weighted","glmBoost","THEM4"
"Fold2.Rep17","weighted","glmBoost","GATA2"
"Fold2.Rep17","weighted","glmBoost","DCAF16"
"Fold2.Rep17","weighted","glmBoost","FAM102A"
"Fold2.Rep17","weighted","glmBoost","FBXL16"
"Fold2.Rep17","weighted","glmBoost","CD96"
"Fold2.Rep17","weighted","glmBoost","NAT10"
"Fold2.Rep17","weighted","glmBoost","PJA1"
"Fold2.Rep17","weighted","glmBoost","TXN"
"Fold2.Rep17","weighted","glmBoost","NELL2"
"Fold2.Rep17","weighted","glmBoost","CSRP2BP"
"Fold2.Rep17","weighted","glmBoost","SBK1"
"Fold2.Rep17","weighted","glmBoost","FAM50B"
"Fold2.Rep17","weighted","glmBoost","UBASH3A"
"Fold2.Rep17","weighted","glmBoost","TBC1D4"
"Fold2.Rep17","weighted","glmBoost","KLF12"
"Fold2.Rep17","weighted","glmBoost","KIAA0748"
"Fold2.Rep17","weighted","glmBoost","C2orf89"
"Fold2.Rep17","weighted","glmBoost","PAFAH2"
"Fold2.Rep17","weighted","glmBoost","TTC27"
"Fold2.Rep17","weighted","glmBoost","LEF1"
"Fold2.Rep17","weighted","glmBoost","PLEKHA1"
"Fold2.Rep17","weighted","glmBoost","POLR1B"
"Fold2.Rep17","weighted","glmBoost","SIRPG"
"Fold2.Rep17","weighted","glmBoost","OSGEPL1"
"Fold2.Rep17","weighted","glmBoost","IKZF2"
"Fold2.Rep17","weighted","glmBoost","FAM43A"
"Fold2.Rep17","weighted","glmBoost","NLRC3"
"Fold2.Rep17","weighted","glmBoost","PAQR8"
"Fold2.Rep17","weighted","glmBoost","DYRK2"
"Fold2.Rep17","weighted","glmBoost","METTL9"
"Fold2.Rep17","weighted","glmBoost","KIAA0182"
"Fold2.Rep17","weighted","glmBoost","CCR6"
"Fold2.Rep17","weighted","glmBoost","ZNF549"
"Fold2.Rep17","weighted","glmBoost","RABL2A"
"Fold2.Rep17","weighted","glmBoost","PATZ1"
"Fold2.Rep17","weighted","glmBoost","KDM2B"
"Fold2.Rep17","weighted","glmBoost","MTR"
"Fold2.Rep17","weighted","glmBoost","BCKDHB"
"Fold2.Rep17","weighted","glmBoost","GCET2"
"Fold2.Rep17","weighted","glmBoost","MAN1C1"
"Fold2.Rep17","weighted","glmBoost","RNASEN"
"Fold2.Rep17","weighted","glmBoost","TIGIT"
"Fold2.Rep17","weighted","glmBoost","SLC7A6"
"Fold2.Rep17","weighted","glmBoost","PRKCQ"
"Fold2.Rep17","weighted","glmBoost","GAL3ST4"
"Fold2.Rep17","weighted","glmBoost","RNF125"
"Fold2.Rep17","weighted","glmBoost","NR1D2"
"Fold2.Rep17","weighted","glmBoost","GADD45A"
"Fold2.Rep17","weighted","glmBoost","Septin 1"
"Fold2.Rep17","weighted","glmBoost","IL11RA"
"Fold2.Rep17","weighted","glmBoost","CLEC4D"
"Fold2.Rep17","weighted","glmBoost","UPP1"
"Fold2.Rep17","weighted","glmBoost","SIGLECP3"
"Fold2.Rep17","weighted","glmBoost","STMN3"
"Fold2.Rep17","weighted","glmBoost","PLCG1"
"Fold2.Rep17","weighted","glmBoost","PTGDR"
"Fold2.Rep17","weighted","glmBoost","ZNHIT6"
"Fold2.Rep17","weighted","glmBoost","NPAT"
"Fold2.Rep17","weighted","glmBoost","RFTN1"
"Fold2.Rep17","weighted","glmBoost","SIDT1"
"Fold2.Rep17","weighted","glmBoost","FLT3LG"
"Fold2.Rep17","weighted","glmBoost","RABL2B"
"Fold2.Rep17","weighted","glmBoost","BACH2"
"Fold2.Rep17","weighted","glmBoost","CKAP4"
"Fold2.Rep17","weighted","glmBoost","ANAPC1"
"Fold2.Rep17","weighted","glmBoost","FCER1A"
"Fold2.Rep17","weighted","glmBoost","TMEM109"
"Fold2.Rep17","weighted","glmBoost","LSG1"
"Fold2.Rep17","weighted","glmBoost","PARP1"
"Fold2.Rep17","weighted","glmBoost","TAF3"
"Fold2.Rep17","weighted","glmBoost","ABHD15"
"Fold2.Rep17","weighted","glmBoost","SAMD3"
"Fold2.Rep17","weighted","glmBoost","EVL"
"Fold2.Rep17","weighted","glmBoost","RBM14"
"Fold2.Rep17","weighted","glmBoost","SGK223"
"Fold2.Rep17","weighted","glmBoost","CD6"
"Fold2.Rep17","weighted","glmBoost","MMP9"
"Fold2.Rep17","weighted","glmBoost","SH2D1B"
"Fold2.Rep17","weighted","glmBoost","EOMES"
"Fold2.Rep17","weighted","glmBoost","HP"
"Fold2.Rep17","weighted","glmBoost","CLIC3"
"Fold2.Rep17","weighted","glmBoost","MDN1"
"Fold2.Rep17","weighted","glmBoost","TNFRSF25"
"Fold2.Rep17","weighted","glmBoost","C12orf65"
"Fold2.Rep17","weighted","glmBoost","SCLY"
"Fold2.Rep17","weighted","Ranger","S100A8"
"Fold2.Rep17","weighted","Ranger","S100A12"
"Fold2.Rep17","weighted","Ranger","NMT2"
"Fold2.Rep17","weighted","Ranger","ANXA3"
"Fold2.Rep17","weighted","Ranger","EPHX2"
"Fold2.Rep17","weighted","Ranger","ARG1"
"Fold2.Rep17","weighted","Ranger","C19orf59"
"Fold2.Rep17","weighted","Ranger","GATA3"
"Fold2.Rep17","weighted","Ranger","C5orf32"
"Fold2.Rep17","weighted","Ranger","LRRN3"
"Fold2.Rep17","weighted","Ranger","P2RY10"
"Fold2.Rep17","weighted","Ranger","ABLIM1"
"Fold2.Rep17","weighted","Ranger","PTCH1"
"Fold2.Rep17","weighted","Ranger","CD160"
"Fold2.Rep17","weighted","Ranger","THEM4"
"Fold2.Rep17","weighted","Ranger","GATA2"
"Fold2.Rep17","weighted","Ranger","DCAF16"
"Fold2.Rep17","weighted","Ranger","FAM102A"
"Fold2.Rep17","weighted","Ranger","FBXL16"
"Fold2.Rep17","weighted","Ranger","CD96"
"Fold2.Rep17","weighted","Ranger","NAT10"
"Fold2.Rep17","weighted","Ranger","PJA1"
"Fold2.Rep17","weighted","Ranger","TXN"
"Fold2.Rep17","weighted","Ranger","NELL2"
"Fold2.Rep17","weighted","Ranger","CSRP2BP"
"Fold2.Rep17","weighted","Ranger","SBK1"
"Fold2.Rep17","weighted","Ranger","FAM50B"
"Fold2.Rep17","weighted","Ranger","UBASH3A"
"Fold2.Rep17","weighted","Ranger","TBC1D4"
"Fold2.Rep17","weighted","Ranger","KLF12"
"Fold2.Rep17","weighted","Ranger","KIAA0748"
"Fold2.Rep17","weighted","Ranger","C2orf89"
"Fold2.Rep17","weighted","Ranger","PAFAH2"
"Fold2.Rep17","weighted","Ranger","TTC27"
"Fold2.Rep17","weighted","Ranger","LEF1"
"Fold2.Rep17","weighted","Ranger","PLEKHA1"
"Fold2.Rep17","weighted","Ranger","POLR1B"
"Fold2.Rep17","weighted","Ranger","SIRPG"
"Fold2.Rep17","weighted","Ranger","OSGEPL1"
"Fold2.Rep17","weighted","Ranger","IKZF2"
"Fold2.Rep17","weighted","Ranger","FAM43A"
"Fold2.Rep17","weighted","Ranger","NLRC3"
"Fold2.Rep17","weighted","Ranger","PAQR8"
"Fold2.Rep17","weighted","Ranger","DYRK2"
"Fold2.Rep17","weighted","Ranger","METTL9"
"Fold2.Rep17","weighted","Ranger","KIAA0182"
"Fold2.Rep17","weighted","Ranger","CCR6"
"Fold2.Rep17","weighted","Ranger","ZNF549"
"Fold2.Rep17","weighted","Ranger","RABL2A"
"Fold2.Rep17","weighted","Ranger","PATZ1"
"Fold2.Rep17","weighted","Ranger","KDM2B"
"Fold2.Rep17","weighted","Ranger","MTR"
"Fold2.Rep17","weighted","Ranger","BCKDHB"
"Fold2.Rep17","weighted","Ranger","GCET2"
"Fold2.Rep17","weighted","Ranger","MAN1C1"
"Fold2.Rep17","weighted","Ranger","RNASEN"
"Fold2.Rep17","weighted","Ranger","TIGIT"
"Fold2.Rep17","weighted","Ranger","SLC7A6"
"Fold2.Rep17","weighted","Ranger","PRKCQ"
"Fold2.Rep17","weighted","Ranger","GAL3ST4"
"Fold2.Rep17","weighted","Ranger","RNF125"
"Fold2.Rep17","weighted","Ranger","NR1D2"
"Fold2.Rep17","weighted","Ranger","GADD45A"
"Fold2.Rep17","weighted","Ranger","Septin 1"
"Fold2.Rep17","weighted","Ranger","IL11RA"
"Fold2.Rep17","weighted","Ranger","CLEC4D"
"Fold2.Rep17","weighted","Ranger","UPP1"
"Fold2.Rep17","weighted","Ranger","SIGLECP3"
"Fold2.Rep17","weighted","Ranger","STMN3"
"Fold2.Rep17","weighted","Ranger","PLCG1"
"Fold2.Rep17","weighted","Ranger","PTGDR"
"Fold2.Rep17","weighted","Ranger","ZNHIT6"
"Fold2.Rep17","weighted","Ranger","NPAT"
"Fold2.Rep17","weighted","Ranger","RFTN1"
"Fold2.Rep17","weighted","Ranger","SIDT1"
"Fold2.Rep17","weighted","Ranger","FLT3LG"
"Fold2.Rep17","weighted","Ranger","RABL2B"
"Fold2.Rep17","weighted","Ranger","BACH2"
"Fold2.Rep17","weighted","Ranger","CKAP4"
"Fold2.Rep17","weighted","Ranger","ANAPC1"
"Fold2.Rep17","weighted","Ranger","FCER1A"
"Fold2.Rep17","weighted","Ranger","TMEM109"
"Fold2.Rep17","weighted","Ranger","LSG1"
"Fold2.Rep17","weighted","Ranger","PARP1"
"Fold2.Rep17","weighted","Ranger","TAF3"
"Fold2.Rep17","weighted","Ranger","ABHD15"
"Fold2.Rep17","weighted","Ranger","SAMD3"
"Fold2.Rep17","weighted","Ranger","EVL"
"Fold2.Rep17","weighted","Ranger","RBM14"
"Fold2.Rep17","weighted","Ranger","SGK223"
"Fold2.Rep17","weighted","Ranger","CD6"
"Fold2.Rep17","weighted","Ranger","MMP9"
"Fold2.Rep17","weighted","Ranger","SH2D1B"
"Fold2.Rep17","weighted","Ranger","EOMES"
"Fold2.Rep17","weighted","Ranger","HP"
"Fold2.Rep17","weighted","Ranger","CLIC3"
"Fold2.Rep17","weighted","Ranger","MDN1"
"Fold2.Rep17","weighted","Ranger","TNFRSF25"
"Fold2.Rep17","weighted","Ranger","C12orf65"
"Fold2.Rep17","weighted","Ranger","SCLY"
"Fold2.Rep17","weighted","XGBoost","S100A8"
"Fold2.Rep17","weighted","XGBoost","S100A12"
"Fold2.Rep17","weighted","XGBoost","NMT2"
"Fold2.Rep17","weighted","XGBoost","ANXA3"
"Fold2.Rep17","weighted","XGBoost","EPHX2"
"Fold2.Rep17","weighted","XGBoost","ARG1"
"Fold2.Rep17","weighted","XGBoost","C19orf59"
"Fold2.Rep17","weighted","XGBoost","GATA3"
"Fold2.Rep17","weighted","XGBoost","C5orf32"
"Fold2.Rep17","weighted","XGBoost","LRRN3"
"Fold2.Rep17","weighted","XGBoost","P2RY10"
"Fold2.Rep17","weighted","XGBoost","ABLIM1"
"Fold2.Rep17","weighted","XGBoost","PTCH1"
"Fold2.Rep17","weighted","XGBoost","CD160"
"Fold2.Rep17","weighted","XGBoost","THEM4"
"Fold2.Rep17","weighted","XGBoost","GATA2"
"Fold2.Rep17","weighted","XGBoost","DCAF16"
"Fold2.Rep17","weighted","XGBoost","FAM102A"
"Fold2.Rep17","weighted","XGBoost","FBXL16"
"Fold2.Rep17","weighted","XGBoost","CD96"
"Fold2.Rep17","weighted","XGBoost","NAT10"
"Fold2.Rep17","weighted","XGBoost","PJA1"
"Fold2.Rep17","weighted","XGBoost","TXN"
"Fold2.Rep17","weighted","XGBoost","NELL2"
"Fold2.Rep17","weighted","XGBoost","CSRP2BP"
"Fold2.Rep17","weighted","XGBoost","SBK1"
"Fold2.Rep17","weighted","XGBoost","FAM50B"
"Fold2.Rep17","weighted","XGBoost","UBASH3A"
"Fold2.Rep17","weighted","XGBoost","TBC1D4"
"Fold2.Rep17","weighted","XGBoost","KLF12"
"Fold2.Rep17","weighted","XGBoost","KIAA0748"
"Fold2.Rep17","weighted","XGBoost","C2orf89"
"Fold2.Rep17","weighted","XGBoost","PAFAH2"
"Fold2.Rep17","weighted","XGBoost","TTC27"
"Fold2.Rep17","weighted","XGBoost","LEF1"
"Fold2.Rep17","weighted","XGBoost","PLEKHA1"
"Fold2.Rep17","weighted","XGBoost","POLR1B"
"Fold2.Rep17","weighted","XGBoost","SIRPG"
"Fold2.Rep17","weighted","XGBoost","OSGEPL1"
"Fold2.Rep17","weighted","XGBoost","IKZF2"
"Fold2.Rep17","weighted","XGBoost","FAM43A"
"Fold2.Rep17","weighted","XGBoost","NLRC3"
"Fold2.Rep17","weighted","XGBoost","PAQR8"
"Fold2.Rep17","weighted","XGBoost","DYRK2"
"Fold2.Rep17","weighted","XGBoost","METTL9"
"Fold2.Rep17","weighted","XGBoost","KIAA0182"
"Fold2.Rep17","weighted","XGBoost","CCR6"
"Fold2.Rep17","weighted","XGBoost","ZNF549"
"Fold2.Rep17","weighted","XGBoost","RABL2A"
"Fold2.Rep17","weighted","XGBoost","PATZ1"
"Fold2.Rep17","weighted","XGBoost","KDM2B"
"Fold2.Rep17","weighted","XGBoost","MTR"
"Fold2.Rep17","weighted","XGBoost","BCKDHB"
"Fold2.Rep17","weighted","XGBoost","GCET2"
"Fold2.Rep17","weighted","XGBoost","MAN1C1"
"Fold2.Rep17","weighted","XGBoost","RNASEN"
"Fold2.Rep17","weighted","XGBoost","TIGIT"
"Fold2.Rep17","weighted","XGBoost","SLC7A6"
"Fold2.Rep17","weighted","XGBoost","PRKCQ"
"Fold2.Rep17","weighted","XGBoost","GAL3ST4"
"Fold2.Rep17","weighted","XGBoost","RNF125"
"Fold2.Rep17","weighted","XGBoost","NR1D2"
"Fold2.Rep17","weighted","XGBoost","GADD45A"
"Fold2.Rep17","weighted","XGBoost","Septin 1"
"Fold2.Rep17","weighted","XGBoost","IL11RA"
"Fold2.Rep17","weighted","XGBoost","CLEC4D"
"Fold2.Rep17","weighted","XGBoost","UPP1"
"Fold2.Rep17","weighted","XGBoost","SIGLECP3"
"Fold2.Rep17","weighted","XGBoost","STMN3"
"Fold2.Rep17","weighted","XGBoost","PLCG1"
"Fold2.Rep17","weighted","XGBoost","PTGDR"
"Fold2.Rep17","weighted","XGBoost","ZNHIT6"
"Fold2.Rep17","weighted","XGBoost","NPAT"
"Fold2.Rep17","weighted","XGBoost","RFTN1"
"Fold2.Rep17","weighted","XGBoost","SIDT1"
"Fold2.Rep17","weighted","XGBoost","FLT3LG"
"Fold2.Rep17","weighted","XGBoost","RABL2B"
"Fold2.Rep17","weighted","XGBoost","BACH2"
"Fold2.Rep17","weighted","XGBoost","CKAP4"
"Fold2.Rep17","weighted","XGBoost","ANAPC1"
"Fold2.Rep17","weighted","XGBoost","FCER1A"
"Fold2.Rep17","weighted","XGBoost","TMEM109"
"Fold2.Rep17","weighted","XGBoost","LSG1"
"Fold2.Rep17","weighted","XGBoost","PARP1"
"Fold2.Rep17","weighted","XGBoost","TAF3"
"Fold2.Rep17","weighted","XGBoost","ABHD15"
"Fold2.Rep17","weighted","XGBoost","SAMD3"
"Fold2.Rep17","weighted","XGBoost","EVL"
"Fold2.Rep17","weighted","XGBoost","RBM14"
"Fold2.Rep17","weighted","XGBoost","SGK223"
"Fold2.Rep17","weighted","XGBoost","CD6"
"Fold2.Rep17","weighted","XGBoost","MMP9"
"Fold2.Rep17","weighted","XGBoost","SH2D1B"
"Fold2.Rep17","weighted","XGBoost","EOMES"
"Fold2.Rep17","weighted","XGBoost","HP"
"Fold2.Rep17","weighted","XGBoost","CLIC3"
"Fold2.Rep17","weighted","XGBoost","MDN1"
"Fold2.Rep17","weighted","XGBoost","TNFRSF25"
"Fold2.Rep17","weighted","XGBoost","C12orf65"
"Fold2.Rep17","weighted","XGBoost","SCLY"
"Fold3.Rep17","weighted","LASSO","S100A8"
"Fold3.Rep17","weighted","LASSO","S100A12"
"Fold3.Rep17","weighted","LASSO","NMT2"
"Fold3.Rep17","weighted","LASSO","EPHX2"
"Fold3.Rep17","weighted","LASSO","ANXA3"
"Fold3.Rep17","weighted","LASSO","GATA3"
"Fold3.Rep17","weighted","LASSO","C19orf59"
"Fold3.Rep17","weighted","LASSO","ARG1"
"Fold3.Rep17","weighted","LASSO","LRRN3"
