"Sample","C5orf32","GADD45A","MAFG","S100A8","MYL6","NSUN7"
"GSM1602818",0.563442430222773,0.786413796447964,-0.103681484308989,0.877299054324959,1.01421025132009,-0.407677723304575
"GSM1602819",1.34470856527194,1.11255437945308,0.0686937908648854,1.12077984606364,1.59085073283803,1.05017282322095
"GSM1602820",0.168886009897067,-0.153754100666148,-0.134287929324893,-0.226324430321226,0.0327012982716904,0.241734475293091
"GSM1602821",1.06275145011199,0.836961708568594,1.08140654190944,0.610752486884002,0.834500929992538,0.48887716858466
"GSM1602822",-0.170107193512631,-1.09519729209207,0.62062474078172,-0.0663597605631487,-1.211448867118,-0.932584528450893
"GSM1602823",0.916868140786643,0.496748239872425,1.86891503077358,-0.70984901386284,-0.273361532553487,-0.339781911077432
"GSM1602824",0.203540702683497,0.820748941329343,2.3887863957758,0.12633528945874,-0.195686798587598,-0.972758798395495
"GSM1602825",-0.335874641693526,-0.536789383958324,-0.147004001235444,-0.0946626177268508,-0.615433455700802,0.216706037787011
"GSM1602826",0.954142120193306,0.643288578999566,0.352446977135714,0.539498494314669,0.391246773784522,0.52895544959474
"GSM1602827",-0.336606130689248,0.0191178220586341,-1.58221603300642,-0.153268131015274,-0.678732409009661,-0.0370441948462327
"GSM1602828",-1.44397117060907,-1.10473193171219,-0.790645037669754,-1.11011679808177,-2.01822401786755,-0.897756072666259
"GSM1602829",1.22142566285007,0.946204373227039,1.75663922427041,0.981914588267388,0.836029969484137,1.31433998009194
"GSM1602830",1.19993486218015,1.04090951957866,0.594311021426171,0.770143965130237,0.575822331843528,1.46663220209695
"GSM1602831",1.19041056822872,1.17283244757908,0.0425036075349478,0.53428412141604,0.402499656056531,1.62093937536186
"GSM1602832",-0.371202251494535,-0.516858469277615,-0.688297729183903,0.169091519209933,0.143073918570658,-0.865230870663747
"GSM1602833",0.502985440019053,0.827781223775286,0.131104390550173,-0.159657301169414,0.148057433381105,-0.524887113849384
"GSM1602834",1.07213118729853,0.965191603232599,0.451385914798019,0.112356609516547,0.475393269677141,1.16232539282786
"GSM1602835",-1.56713692906866,-0.990072723716352,-0.944491480313692,-0.705775280281066,-1.49443046528175,-0.880708183996679
"GSM1602836",-0.639919201233621,-1.2359369159057,-1.580655226954,0.221494551835237,-0.568770867126956,0.209205806032339
"GSM1602837",0.378593210220092,0.634808489781508,-0.0181858496743919,0.541480016115866,0.0469706140036696,1.25277573821712
"GSM1602838",-0.818889884540505,-0.647222509498745,-0.802774663868372,0.577389043621216,-0.527402259846359,-0.650383239650732
"GSM1602839",1.11183127854265,1.35091763777486,1.93997968831475,1.04247010904502,1.611255531329,0.278714906915441
"GSM1602840",0.919368828541314,0.126999266680898,0.296971033813398,0.798758218691292,0.489250594323015,1.78430869949695
"GSM1602841",0.59877425924329,-0.0202038640487098,-0.908249830973406,0.579348921917847,0.271530179779776,1.43567701314821
"GSM1602842",0.319037714460163,0.106901597925903,0.50579272854819,0.856743563792772,0.447020585405289,1.44096827394409
"GSM1602843",-0.264593074106024,-0.104450855265649,-1.31810185657029,-1.24208219030692,-0.783649842738482,-0.932606904190942
"GSM1602844",1.15983653966038,1.75371947287377,1.2795633747258,1.20419347520935,1.42205005851429,1.06266526474875
"GSM1602845",1.10474827591956,0.123019628120475,0.073314002075032,0.732144361469424,1.93093593239192,0.822500613941898
"GSM1602846",-0.428218686425833,-1.69732164304729,-0.656339798129845,0.214838299313299,0.0036316913467476,-0.727783125907135
"GSM1602847",0.802792472519285,0.462895210820965,0.811268652668087,0.275794453152063,-0.197461326435035,0.256362963450542
"GSM1602848",-0.794515586815015,0.380066272186624,-0.68790199672997,-0.671188275311369,-0.967725317227738,0.696609261978673
"GSM1602849",0.260966062429537,0.184161330614817,-0.102726510847453,-0.438182236081329,-1.51179203353158,0.206237613757305
"GSM1602850",1.13421541407381,1.15734007675249,0.999811891463581,-0.0723061137430259,-0.691019068481353,1.0692873463952
