mode,eigenvalue_nm2,variance_fraction,variance_percent,cumulative_variance_percent
314,0.000180128,1.0879978126912895e-05,0.0010879978126912,99.9069699423878
315,0.000177098,1.0696961973263568e-05,0.0010696961973263,99.90803963858514
316,0.00017695,1.0688022570379046e-05,0.0010688022570379,99.90910844084218
317,0.000175648,1.0609379985543596e-05,0.0010609379985543,99.91016937884072
318,0.000173213,1.0462302647544876e-05,0.0010462302647544,99.91121560910548
319,0.000172124,1.0396525554698632e-05,0.0010396525554698,99.91225526166096
320,0.000170364,1.0290219142017835e-05,0.0010290219142017,99.91328428357517
321,0.000168691,1.0189167648600237e-05,0.00101891676486,99.91430320034002
322,0.000167531,1.0119102058424257e-05,0.0010119102058424,99.91531511054586
323,0.000165712,1.0009231964863818e-05,0.0010009231964863,99.91631603374232
324,0.000164801,9.954206316027335e-06,0.0009954206316027,99.91731145437392
325,0.00016251,9.815826775429776e-06,0.0009815826775429,99.91829303705148
326,0.00016184,9.775357856966064e-06,0.0009775357856966,99.91927057283718
327,0.000161076,9.729211209643262e-06,0.0009729211209643,99.92024349395814
328,0.000159384,9.627012090179677e-06,0.0009627012090179,99.92120619516716
329,0.000158692,9.585214341557456e-06,0.0009585214341557,99.92216471660132
330,0.000156648,9.461753939557712e-06,0.0009461753939557,99.92311089199526
331,0.000154745,9.346810130846598e-06,0.0009346810130846,99.92404557300836
332,0.000152609,9.21779280272945e-06,0.0009217792802729,99.92496735228865
333,0.000151899,9.17490782943208e-06,0.0009174907829432,99.92588484307156
334,0.000151717,9.163914779938951e-06,0.0009163914779938,99.92680123454956
335,0.000148972,8.998113016979414e-06,0.0008998113016979,99.92770104585126
336,0.000146663,8.858646251706709e-06,0.0008858646251706,99.92858691047644
337,0.000146089,8.823975864843767e-06,0.0008823975864843,99.92946930806292
338,0.000144807,8.74654130742514e-06,0.0008746541307425,99.93034396219367
339,0.000144489,8.727333671497587e-06,0.0008727333671497,99.93121669556082
340,0.000142033,8.578987904711202e-06,0.0008578987904711,99.93207459435128
341,0.000140873,8.508922314535222e-06,0.0008508922314535,99.93292548658276
342,0.000140162,8.465976939867012e-06,0.0008465976939867,99.93377208427673
343,0.000139785,8.443205623059819e-06,0.0008443205623059,99.93461640483903
344,0.000136987,8.274202587445689e-06,0.0008274202587445,99.93544382509778
345,0.000135929,8.210297937095526e-06,0.0008210297937095,99.93626485489148
346,0.000135605,8.190727892942924e-06,0.0008190727892942,99.93708392768076
347,0.000134906,8.148507334724814e-06,0.0008148507334724,99.93789877841424
348,0.00013326,8.049086678319931e-06,0.0008049086678319,99.93870368708208
349,0.000132375,7.995631465125326e-06,0.0007995631465125,99.9395032502286
350,0.00013175,7.957880608349474e-06,0.0007957880608349,99.94029903828944
351,0.000131049,7.91553924738968e-06,0.0007915539247389,99.94109059221418
352,0.000129596,7.82777605555718e-06,0.0007827776055557,99.94187336981972
353,0.000129323,7.811286481317488e-06,0.0007811286481317,99.94265449846786
354,0.000127909,7.725878942947802e-06,0.0007725878942947,99.94342708636216
355,0.00012685,7.661913891226799e-06,0.0007661913891226,99.94419327775128
356,0.000125675,7.590942280488199e-06,0.0007590942280488,99.94495237197934
357,0.000124644,7.528668467150755e-06,0.000752866846715,99.94570523882604
358,0.000123918,7.484817071919924e-06,0.0007484817071919,99.94645372053324
359,0.00012313,7.437220791696931e-06,0.0007437220791696,99.9471974426124
360,0.000122135,7.377121427709775e-06,0.0007377121427709,99.9479351547552
